0111,Wheat
0112,Rice
0115,Corn
0116,Soybeans
0119,"Cash Grains, NEC"
0119,.   Dry Pea and Bean Farms
0119,".   Oilseed, Except Soybean, Farms"
0119,.   Popcorn Farms
0119,.   Combination Oilseed and Grain Farms
0119,.   Other Farms
0131,Cotton
0132,Tobacco
0133,Sugarcane and Sugar Beets
0133,.   Sugar Beets
0133,.   Sugarcane
0134,Irish Potatoes
0139,"Field Crops, Except Cash Grains, NEC"
0139,.   Hay Farms
0139,.   Peanut Farming
0139,.   Sweet Potatoes and Yam Farms
0139,.   Other Field Crop Farms
0161,Vegetables and Melons
0171,Berry Crops
0171,.   Strawberry Farms
0171,.   Other Berry Farms
0172,Grapes
0173,Tree Nuts
0174,Citrus Fruits
0174,.   Orange Groves and Farms
0174,.   Other Citrus Groves and Farms
0175,Deciduous Tree Fruits
0175,.   Apple Orchards and Farms
0175,.   Other Farms
0179,"Fruits and Tree Nuts, NEC"
0179,.   Combination Fruit and Tree Nut Farms
0179,.   Other Farms
0181,Ornamental Floriculture and Nursery Products
0181,.   Floriculture Farming
0181,.   Nursery Farming
0182,Food Crops Grown Under Cover
0182,".   Mushrooms, Growing Of"
0182,.   Other Food Crops Grown Under Cover
0191,"General Farms, Primarily Crop"
0211,Beef Cattle Feedlots
0212,"Beef Cattle, Except Feedlots"
0213,Hogs
0214,Sheep and Goats
0214,.   Sheep Farms
0214,.   Goat Farms
0219,"General Livestock,  Except Dairy and Poultry"
0241,Dairy Farms
0241,.   Dairy Heifer Replacement Farms
0241,.   Dairy Farms
0251,"Broiler, Fryers, and Roaster Chickens"
0252,Chicken Eggs
0253,Turkey and Turkey Eggs
0254,Poultry Hatcheries
0259,"Poultry and Eggs, NEC"
0271,Fur-Bearing Animals and Rabbits
0272,Horses and Other Equines
0273,Animal Aquaculture
0273,.   Finfish Farms
0273,.   Shellfish Farms
0273,.   Other Animal Aquaculture
0279,"Animal Specialities, NEC"
0279,.   Alligator and Frog Production
0279,.   Bee Farms
0279,.   Other
0291,"General Farms, Primarily Livestock and Animal Specialties"
0711,Soil Preparation Services
0721,"Crop Planting, Cultivating, and Protecting"
0722,"Crop Harvesting, Primarily by Machine"
0723,"Crop Preparation Services For Market, except Cotton Ginning"
0723,.   Other
0723,.   Custom Grain Grinding
0724,Cotton Ginning
0741,Veterinary Services For Livestock
0742,Veterinary Services for Animal Specialties
0751,"Livestock Services, Except Veterinary"
0751,.   Custom Slaughtering
0751,".   Other Livestock Service, Except Veterinary"
0752,"Animal Specialty Services, Except Veterinary"
0752,.   Horses and Equines Services and Animal Production Breeding
0752,.   Pet Care Services
0761,Farm Labor Contractors and Crew Leaders
0762,Farm Management Services
0781,Landscape Counseling and Planning
0781,.   Horticulture Consulting
0781,.   Landscape Architectural Services
0782,Lawn and Garden Services
0783,Ornamental Shrub and Tree Services
0811,Timber Tracts
0811,.   Short Rotation Woody Crops
0811,.   Long Term Timber Farming
0831,Forest Nurseries and Gathering of Forest Products
0831,.   Maple Sap
0831,.   Other Forest Products
0851,Forestry Services
0912,Finfish
0913,Shellfish
0919,Miscellaneous Marine Products
0919,.   Except Plant Aquaculture
0919,.   Plant Aquaculture
0921,Fish Hatcheries and Preserves
0921,.   Finfish Hatcheries
0921,.   Shellfish Hatcheries
0971,"Hunting and Trapping, and Game Propagation"
1011,Iron Ores
1021,Copper Ores
1031,Lead and Zinc Ores
1041,Gold Ores
1044,Silver Ores
1061,"Ferroalloy Ores, Except Vanadium"
1061,.   Nickel Ore Mining
1061,.   Other Ferroalloys (except nickel)
1081,Metal Mining Services
1081,.   Metal Mining (except geophysical surveying)
1081,.   Geophysical Surveying and Mapping
1094,Uranium-Radium-Vanadium Ores
1099,"Miscellaneous Metal Ores, NEC"
1221,Bituminous Coal and Lignite Surface Mining
1222,Bituminous Coal Underground Mining
1231,Anthracite Mining
1241,Coal Mining Services
1311,Crude Petroleum and Natural Gas
1321,Natural Gas Liquids
1381,Drilling Oil and Gas Wells
1382,Oil and Gas Field Exploration Services
1382,.   Geophysical Mapping and Surveying
1382,.   Other Oil and Gas Field Exploration Services
1389,"Oil and Gas Field Services, NEC"
1411,Dimension Stone
1422,Crushed and Broken Limestone
1423,Crushed and Broken Granite
1429,"Crushed and Broken Stone, NEC"
1442,Construction Sand and Gravel
1446,Industrial Sand
1455,Kaolin and Ball Clay
1459,"Clay, Ceramic, and Refractory Minerals, NEC"
1474,"Potash, Soda, and Borate Minerals"
1475,Phosphate Rock
1479,"Chemical and Fertilizer Mineral Mining, NEC"
1481,Nonmetallic Minerals Services Except Fuels
1481,.   Except Geophysical Mapping and Surveying
1481,.   Geophysical Surveying and Mapping Services
1499,"Miscellaneous Nonmetallic Minerals, Except Fuels"
1499,.   Bituminous Limestone and Bituminous Sandstone
1499,.   Except Bituminous Limestone and Bituminous Sandstone
1521,General Contractors-Single-Family Houses
1522,"General Contractors-Residential Buildings, Other Than Single-Family"
1522,.   Hotel and Motel Construction
1522,.   Except Hotel and Motel Construction
1531,Operative Builders
1531,.   Single Family Housing
1531,.   Multifamily Housing
1531,.   Manufacturing and Light Industrial Buildings
1531,.   Commercial and Institutional Buildings
1541,General Contractors-Industrial Buildings and Warehouses
1541,.   Public Warehouse Construction
1541,.   Except Public Warehouse Construction
1542,"General Contractors-Nonresidential Buildings, Other than Industrial Buildings and Warehouses"
1611,"Highway and Street Construction, Except Elevated Highways"
1622,"Bridge, Tunnel, and Elevated Highway Construction"
1623,"Water, Sewer, Pipeline, and Communications and Power Line Construction"
1623,".   Water, Sewer and Pipelines"
1623,.   Power and Communication Transmission Lines
1629,"Heavy Construction, NEC"
1629,.   Industrial Nonbuilding Structures Construction
1629,.   Nonbuilding Structures Except Industrial Construction
2011,Meat Packing Plants
2013,Sausages and Other Prepared Meats
2013,.   Lard Made From Purchased Material
2013,.   Except Lard Made From Purchased Material
2015,Poultry Slaughtering and Processing
2015,.   Poultry Processing
2015,.   Egg Processing
2021,Creamery Butter
2022,"Natural, Processed, and Imitation Cheese"
2023,"Dry, Condensed, and Evaporated Dairy Products"
2024,Ice Cream and Frozen Desserts
2026,Fluid Milk
2026,.   Ultra-High Temperature
2026,.   Except Ultra-High Temperature
2032,Canned Specialties
2032,.   Canned Specialties
2032,.   Canned Pudding
2033,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies"
2034,"Dried and Dehydrated Fruits, Vegetables, and Soup Mixes"
2034,.   Dried and Dehydrated Fruits and Vegetables
2034,.   Soup Mixes Made from Purchased Dried and Dehydrated Vegetables
2034,.   Vegetable Flours
2035,"Pickled Fruits and Vegetables, Vegetable Sauces and Seasonings, and Salad Dressings"
2035,.   Pickled Fruits and Vegetables
2035,.   Sauces and Salad Dressings
2037,"Frozen Fruits, Fruit Juices, and Vegetables"
2038,"Frozen Specialties, NEC"
2041,Flour and Other Grain Mill Products
2043,Cereal Breakfast Foods
2043,.   Coffee Substitute
2043,.   Breakfast Cereal
2044,Rice Milling
2045,Prepared Flour Mixes and Doughs
2046,Wet Corn Milling
2046,.   Refining Purchased Oil
2046,.   Except Refining Purchased Oil
2047,Dog and Cat Food
2048,"Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats"
2048,.   Animal Slaughtering for Pet Food
2048,.   Except Slaughtering Animals for Pet Food
2051,"Bread and Other Bakery Products, Except Cookies and Crackers"
2052,Cookies and Crackers
2052,.   Cookie and Cracker
2052,".   Pretzels, Except Soft"
2052,.   Unleavened Bread and Soft Pretzels
2053,"Frozen Bakery Products, Except Bread"
2061,"Cane Sugar, Except Refining"
2062,Cane Sugar Refining
2063,Beet Sugar
2064,Candy and Other Confectionery Products
2064,.   Chocolate Confectionery
2064,.   Nonchocolate Confectionery Manufacturing
2066,Chocolate and Cocoa Products
2066,.   Chocolate Products Made From Purchased Chocolate
2066,.   Chocolate and Confectionery Products Made From Cacao Beans
2067,Chewing Gum
2068,Salted and Roasted Nuts and Seeds
2074,Cottonseed Oil Mills
